交易号,交易时间,收/支,金额,统计种类,支付状态,交易类型,交易对方,商品,交易来源
2021080422001169081400121521,2021/6/29 21:21,支出,98,学习-其他,交易成功,即时到账交易,掌上高考,河北物，化，生474分:15632201831,支付宝
2021080422001169081400090804,2021/7/10 16:28,收入,54,学习-其他,已存入零钱,微信红包,我们的诗,/,微信
2021080422001169081401561650,2021/1/2 12:44,支出,120,娱乐-APP会员,支付成功,商户消费,瞩目视频通信云服务,瞩目专业版按月购买,微信
2021080122001169081457057391,2021/1/5 7:33,支出,15,娱乐-APP会员,支付成功,商户消费,Apple,App Store & Apple Music: 于 01.05完成的购买,微信
2021080522001469081401995753,2021/1/7 14:07,支出,15,娱乐-APP会员,支付成功,商户消费,充值服务,腾讯视频VIP业务自动续费31天,微信
2021080122001469081457500870,2021/1/12 9:35,支出,53,娱乐-APP会员,交易成功,即时到账交易,百度,百度网盘超级会员(3个月-自动续费),支付宝
2021080122001469081457730988,2021/1/18 14:42,支出,9,娱乐-APP会员,支付成功,商户消费,知乎,盐选会员订阅,微信
2021080122001469081457192311,2021/1/21 21:11,支出,6,娱乐-APP会员,交易成功,即时到账交易,华为软件技术有限公司,主题_自律弹幕篇 山顶见,支付宝
2021080122001469081456803000,2021/1/22 10:31,支出,11,娱乐-APP会员,交易成功,即时到账交易,杭州乐读科技有限公司,网易云音乐-会员自动续费,支付宝
2021080122001469081457049323,2021/1/26 17:26,支出,19,娱乐-APP会员,支付成功,商户消费,Apple,App Store & Apple Music: 于 01.26完成的购买,微信
2021080122001469081457692698,2021/2/5 7:32,支出,15,娱乐-APP会员,支付成功,商户消费,Apple,App Store & Apple Music: 于 02.05完成的购买,微信
2021072822001469081454100227,2021/2/7 14:07,支出,15,娱乐-APP会员,支付成功,商户消费,充值服务,腾讯视频VIP业务自动续费31天,微信
2021072822001469081454255417,2021/2/16 3:43,支出,168,娱乐-APP会员,支付成功,商户消费,Apple,App Store & Apple Music: 于 02.16完成的购买,微信
2021072722001469081452637271,2021/2/17 10:38,支出,19,娱乐-APP会员,支付成功,商户消费,知乎,盐选会员订阅,微信
2021072422001469081450302070,2021/2/20 19:48,支出,120,娱乐-APP会员,支付成功,商户消费,瞩目视频通信云服务,瞩目专业版按月购买,微信
20210802200040011100080021734414,2021/2/22 10:20,支出,11,娱乐-APP会员,交易成功,即时到账交易,杭州乐读科技有限公司,网易云音乐-会员自动续费,支付宝
2021072122001169081446359137,2021/3/10 13:50,支出,15,娱乐-APP会员,支付成功,商户消费,充值服务,腾讯视频VIP业务自动续费31天,微信
2021080122001469081457045872,2021/3/13 0:22,支出,10,娱乐-APP会员,支付成功,商户消费,NewTV极光,连续包月(为1649107451购买),微信
2021080122001469081457501676,2021/3/16 8:39,支出,18,娱乐-APP会员,支付成功,商户消费,Apple,"查询购买记录：reportaproblem.apple.com, 如需帮助请访问：support.apple.com",微信
2021073122001169081457413273,2021/3/25 10:04,支出,11,娱乐-APP会员,交易成功,即时到账交易,杭州乐读科技有限公司,网易云音乐-会员自动续费,支付宝
2021072722001469081452759362,2021/3/27 1:26,支出,19.9,娱乐-APP会员,支付成功,商户消费,深圳来学信息技术有限公司,知页简历中文会员（1个月）,微信
2021072522001469081450115311,2021/4/3 22:42,支出,15,娱乐-APP会员,支付成功,商户消费,Apple,"查询购买记录：reportaproblem.apple.com, 如需帮助请访问：support.apple.com",微信
2021072422001469081450260793,2021/4/7 9:30,支出,6,娱乐-APP会员,交易成功,即时到账交易,BOSS直聘,充值直豆,支付宝
2021072422001469081449620042,2021/4/11 16:42,支出,23,娱乐-APP会员,交易成功,即时到账交易,华为软件技术有限公司,订单支付,支付宝
2021072322001469081449273185,2021/4/12 14:08,支出,30,娱乐-APP会员,支付成功,商户消费,NewTV极光,超级影视VIP业务自动续费31天,微信
2021080722001469081404188006,2021/4/25 10:13,支出,11,娱乐-APP会员,交易成功,即时到账交易,杭州乐读科技有限公司,网易云音乐-会员自动续费,支付宝
2021080522001469081402766577,2021/5/8 10:40,支出,16,娱乐-APP会员,支付成功,商户消费,北京百度网讯科技有限公司,百度文库VIP-连续包月,微信
2021080322001469081458965435,2021/5/26 8:14,支出,11,娱乐-APP会员,交易成功,即时到账交易,杭州乐读科技有限公司,网易云音乐-会员自动续费,支付宝
2021080322001469081459118395,2021/6/13 8:00,支出,20,娱乐-APP会员,支付成功,商户消费,Apple,"查询购买记录：reportaproblem.apple.com, 如需帮助请访问：support.apple.com",微信
2021080222001469081458964688,2021/7/13 0:02,支出,20,娱乐-APP会员,支付成功,商户消费,Apple,"查询购买记录：reportaproblem.apple.com, 如需帮助请访问：support.apple.com",微信
2021073022001469081456254666,2021/8/1 10:00,支出,6,娱乐-APP会员,交易成功,即时到账交易,华为软件技术有限公司,华为云服务_50 GB (连续包月),支付宝
2021072822001469081453256484,2021/2/18 9:07,支出,10,娱乐-其他,朋友已收钱,转账,李蕾,转账备注:微信转账,微信
2021071922001469081444200561,2021/3/30 17:51,支出,10,娱乐-其他,交易成功,即时到账交易,北京市玉渊潭公园管理处,北京市玉渊潭公园管理处,支付宝
2021073022001469081456243275,2021/3/30 17:52,支出,10,娱乐-其他,交易成功,即时到账交易,北京市玉渊潭公园管理处,北京市玉渊潭公园管理处,支付宝
2021072722001469081451979553,2021/4/17 14:07,支出,40,娱乐-其他,交易成功,即时到账交易,SKY蹦床,收钱码收款,支付宝
2021072222001169081448127368,2021/4/17 14:09,支出,5,娱乐-其他,支付成功,商户消费,SKY蹦床公园,微柜使用费用,微信
2021072122001469081444798165,2021/4/17 16:14,支出,3,娱乐-其他,已转账,扫二维码付款,sky蹦床,收款方备注:二维码收款,微信
2021080822001469081404350701,2021/4/23 12:22,支出,8,娱乐-其他,支付成功,商户消费,苏州畅旅,TM20210423GNQH2DFV53 - 130402HDZ21042381,微信
2021080622001469081402232816,2021/6/14 13:21,支出,10,娱乐-其他,支付成功,商户消费,暖粉娃娃1,HFWX2V2106145632a0640752f46702044JC-,微信
2021080322001469081458937967,2021/7/17 9:49,支出,68,娱乐-其他,交易成功,支付宝担保交易,淘票票（电影）,《济公之降龙降世》天津耀莱成龙影城（蓟县店）电影票,支付宝
2021072822001469081454100197,2021/7/18 9:38,支出,117,娱乐-其他,交易成功,即时到账交易,天津市渔阳生态建设发展有限公司,天津市渔阳生态建设发展有限公司,支付宝
2021072822001169081454381029,2021/8/6 17:36,支出,77.8,娱乐-其他,交易成功,支付宝担保交易,淘票票-电影票,《白蛇2：青蛇劫起》博纳国际影城通州店电影票,支付宝
